1;Székesfehérvár;Sütő;utca;32;5
2;Székesfehérvár;Jancsár;utca;;3
3;Székesfehérvár;Jancsár;köz;;3
4;Székesfehérvár;Palotai;út;63;5
5;Székesfehérvár;Kígyó;utca;1;5
6;Székesfehérvár;Prohászka Ottokár;út;29;5
7;Székesfehérvár;Megyeház;utca;20;5
8;Székesfehérvár;Malom;utca;;3
9;Székesfehérvár;Töhötöm;utca;2;5
10;Székesfehérvár;Prohászka Ottokár;út;20;5
11;Székesfehérvár;Esze Tamás;utca;1 36;5
12;Székesfehérvár;Rozsnyói;utca;29;5
13;Székesfehérvár;Honvéd;utca;2;5
14;Székesfehérvár;Kígyó;utca;7;5
